,features,ids
90,"[-0.0267073  -0.08619232  0.15819903 -0.00479326 -0.02220516  0.10452443
 -0.0944474  -0.04078158  0.18267696  0.05138118 -0.0110035  -0.10293739
  0.11056911 -0.10521168 -0.09414022  0.04648711  0.05963858 -0.0854782
  0.07595818 -0.10123318 -0.0645052  -0.06832515 -0.02856348  0.11290894
  0.14394917 -0.01117424 -0.06516667  0.0251835   0.13134061 -0.04314929
  0.06257554  0.06152658  0.01734006  0.04436708  0.03826892  0.0262599
  0.1684597  -0.05230983  0.1081132   0.00828123 -0.05584699 -0.05886825
  0.03084229 -0.03017607  0.05445886 -0.03722113 -0.06119048 -0.09322056
 -0.03352553  0.24656959 -0.06130542  0.07037267 -0.03881047  0.01609767
 -0.07255656  0.19772291  0.03915743 -0.12546867 -0.06378628 -0.10386559
 -0.15831293  0.12146153 -0.034706   -0.06127549 -0.07481642  0.12456574
  0.00808356 -0.02729527 -0.00817767 -0.05048246 -0.06929379  0.0789901
  0.07587098 -0.05544706  0.03389001  0.09253503  0.02580829  0.03161464
  0.08538996  0.09045967 -0.02590507  0.06772853 -0.10423474 -0.03171747
 -0.07246166 -0.10877635 -0.10261973  0.12449739 -0.10576144  0.17246446
 -0.05021143 -0.08730833  0.292676   -0.00970741 -0.00322207  0.11853559
 -0.06580602 -0.05457279 -0.00686379 -0.14730722  0.04836793 -0.02041299
 -0.02279875 -0.01894925  0.22514284 -0.07062341 -0.09745558 -0.00212653
 -0.01707902  0.0950667   0.01961271 -0.08093435  0.07369652  0.16161855
  0.03007726 -0.04660038 -0.02316264 -0.0715066  -0.10643297 -0.10457372
 -0.02480779  0.03558529 -0.0943436   0.04175115 -0.01432055  0.12621148
  0.06694201 -0.05953763]",[0. 1. 0. 0. 0. 0. 0. 0.]
91,"[-0.0267073  -0.08619232  0.15819903 -0.00479326 -0.02220516  0.10452443
 -0.0944474  -0.04078158  0.18267696  0.05138118 -0.0110035  -0.10293739
  0.11056911 -0.10521168 -0.09414022  0.04648711  0.05963858 -0.0854782
  0.07595818 -0.10123318 -0.0645052  -0.06832515 -0.02856348  0.11290894
  0.14394917 -0.01117424 -0.06516667  0.0251835   0.13134061 -0.04314929
  0.06257554  0.06152658  0.01734006  0.04436708  0.03826892  0.0262599
  0.1684597  -0.05230983  0.1081132   0.00828123 -0.05584699 -0.05886825
  0.03084229 -0.03017607  0.05445886 -0.03722113 -0.06119048 -0.09322056
 -0.03352553  0.24656959 -0.06130542  0.07037267 -0.03881047  0.01609767
 -0.07255656  0.19772291  0.03915743 -0.12546867 -0.06378628 -0.10386559
 -0.15831293  0.12146153 -0.034706   -0.06127549 -0.07481642  0.12456574
  0.00808356 -0.02729527 -0.00817767 -0.05048246 -0.06929379  0.0789901
  0.07587098 -0.05544706  0.03389001  0.09253503  0.02580829  0.03161464
  0.08538996  0.09045967 -0.02590507  0.06772853 -0.10423474 -0.03171747
 -0.07246166 -0.10877635 -0.10261973  0.12449739 -0.10576144  0.17246446
 -0.05021143 -0.08730833  0.292676   -0.00970741 -0.00322207  0.11853559
 -0.06580602 -0.05457279 -0.00686379 -0.14730722  0.04836793 -0.02041299
 -0.02279875 -0.01894925  0.22514284 -0.07062341 -0.09745558 -0.00212653
 -0.01707902  0.0950667   0.01961271 -0.08093435  0.07369652  0.16161855
  0.03007726 -0.04660038 -0.02316264 -0.0715066  -0.10643297 -0.10457372
 -0.02480779  0.03558529 -0.0943436   0.04175115 -0.01432055  0.12621148
  0.06694201 -0.05953763]",[0. 0. 1. 0. 0. 0. 0. 0.]
92,"[-0.03241731 -0.07780551  0.18047914  0.00413718 -0.02624293  0.09615298
 -0.09457177 -0.04410976  0.18187109  0.05097625 -0.0161554  -0.09955837
  0.11451699 -0.10270675 -0.08725443  0.04448377  0.04148693 -0.08097737
  0.0942722  -0.0984249  -0.07393178 -0.07012904 -0.03552047  0.11457304
  0.15234593 -0.02153376 -0.06103311  0.03268957  0.13657752 -0.04082257
  0.07789634  0.05780363  0.03163226  0.02248836  0.03568009  0.03039618
  0.16404222 -0.05498936  0.09239143  0.00347282 -0.05318235 -0.05345098
  0.02581199 -0.02489368  0.03550193 -0.031333   -0.06643668 -0.09274086
 -0.03077966  0.23567496 -0.04626928  0.07958172 -0.02597524  0.02488426
 -0.08012415  0.1912553   0.03045874 -0.12992293 -0.07146744 -0.10263522
 -0.15293501  0.11423966 -0.03336894 -0.06496847 -0.06946778  0.10997633
 -0.00273099 -0.02380607 -0.01115031 -0.05756418 -0.07999447  0.07894044
  0.06637243 -0.05337689  0.0364605   0.08393749  0.00433449  0.04476786
  0.08389431  0.08913424 -0.03958175  0.0634789  -0.10311119 -0.03126315
 -0.07247755 -0.11122124 -0.1002436   0.1026151  -0.10851568  0.1883665
 -0.05270883 -0.09184857  0.3104572  -0.01625893 -0.00581583  0.12324727
 -0.06811929 -0.05106401 -0.01939704 -0.16080505  0.04670804 -0.0347496
 -0.02148857 -0.03078182  0.20958963 -0.07587054 -0.09966693  0.01145716
  0.00348041  0.0874318   0.03498461 -0.08050238  0.0755808   0.15251085
  0.01721672 -0.05255008 -0.03769594 -0.07447524 -0.10691147 -0.1016301
 -0.03339831  0.03558521 -0.09659244  0.05529933 -0.01725019  0.12005334
  0.04832818 -0.06124351]",[0. 1. 0. 0. 0. 0. 0. 0.]
93,"[-0.03241731 -0.07780551  0.18047914  0.00413718 -0.02624293  0.09615298
 -0.09457177 -0.04410976  0.18187109  0.05097625 -0.0161554  -0.09955837
  0.11451699 -0.10270675 -0.08725443  0.04448377  0.04148693 -0.08097737
  0.0942722  -0.0984249  -0.07393178 -0.07012904 -0.03552047  0.11457304
  0.15234593 -0.02153376 -0.06103311  0.03268957  0.13657752 -0.04082257
  0.07789634  0.05780363  0.03163226  0.02248836  0.03568009  0.03039618
  0.16404222 -0.05498936  0.09239143  0.00347282 -0.05318235 -0.05345098
  0.02581199 -0.02489368  0.03550193 -0.031333   -0.06643668 -0.09274086
 -0.03077966  0.23567496 -0.04626928  0.07958172 -0.02597524  0.02488426
 -0.08012415  0.1912553   0.03045874 -0.12992293 -0.07146744 -0.10263522
 -0.15293501  0.11423966 -0.03336894 -0.06496847 -0.06946778  0.10997633
 -0.00273099 -0.02380607 -0.01115031 -0.05756418 -0.07999447  0.07894044
  0.06637243 -0.05337689  0.0364605   0.08393749  0.00433449  0.04476786
  0.08389431  0.08913424 -0.03958175  0.0634789  -0.10311119 -0.03126315
 -0.07247755 -0.11122124 -0.1002436   0.1026151  -0.10851568  0.1883665
 -0.05270883 -0.09184857  0.3104572  -0.01625893 -0.00581583  0.12324727
 -0.06811929 -0.05106401 -0.01939704 -0.16080505  0.04670804 -0.0347496
 -0.02148857 -0.03078182  0.20958963 -0.07587054 -0.09966693  0.01145716
  0.00348041  0.0874318   0.03498461 -0.08050238  0.0755808   0.15251085
  0.01721672 -0.05255008 -0.03769594 -0.07447524 -0.10691147 -0.1016301
 -0.03339831  0.03558521 -0.09659244  0.05529933 -0.01725019  0.12005334
  0.04832818 -0.06124351]",[0. 0. 1. 0. 0. 0. 0. 0.]
94,"[-3.34780663e-02 -7.40515739e-02  1.81968838e-01  6.06161170e-03
 -2.97165178e-02  9.04208198e-02 -9.45127532e-02 -3.66547219e-02
  1.81640059e-01  5.77377789e-02 -2.37425771e-02 -9.51581448e-02
  1.22022852e-01 -1.01842836e-01 -8.37463066e-02  4.84643131e-02
  3.88837233e-02 -7.76271820e-02  1.09858885e-01 -9.96083096e-02
 -7.37717375e-02 -7.14859590e-02 -3.45968679e-02  1.17577128e-01
  1.48630977e-01 -2.93235984e-02 -5.97717650e-02  3.41913663e-02
  1.40564859e-01 -3.83383296e-02  8.26167315e-02  6.24302998e-02
  3.48113477e-02  2.03917306e-02  3.90887372e-02  2.64886841e-02
  1.75886646e-01 -5.40978387e-02  9.73788723e-02  6.64506806e-03
 -5.23672700e-02 -5.03590144e-02  2.71695796e-02 -2.42717341e-02
  3.83711718e-02 -2.39715520e-02 -6.71447143e-02 -9.11452249e-02
 -2.71439254e-02  2.41779879e-01 -4.32445928e-02  8.57640430e-02
 -2.74801143e-02  2.70217769e-02 -8.34256262e-02  1.80394858e-01
  3.09850257e-02 -1.33511826e-01 -7.78452903e-02 -1.02878749e-01
 -1.49527192e-01  1.11339509e-01 -3.33797634e-02 -6.30664155e-02
 -6.88501596e-02  1.07219264e-01 -4.80141863e-03 -2.00637858e-02
 -1.02804685e-02 -5.17564751e-02 -8.50048661e-02  7.23850280e-02
  6.94356933e-02 -5.05335145e-02  4.03430462e-02  7.65843168e-02
  3.19439096e-05  4.71627414e-02  8.48217830e-02  8.16082582e-02
 -3.75475548e-02  6.37860000e-02 -1.02888107e-01 -3.31679396e-02
 -7.13102221e-02 -1.10855907e-01 -1.00793853e-01  1.00789435e-01
 -1.10593863e-01  1.88793361e-01 -5.55479005e-02 -9.24536660e-02
  3.10156465e-01 -1.78627521e-02 -2.45238701e-03  1.22895002e-01
 -6.91427290e-02 -4.90702875e-02 -1.89961996e-02 -1.62174627e-01
  4.21741642e-02 -3.33917141e-02 -2.02057771e-02 -2.93123610e-02
  2.01690152e-01 -7.06085786e-02 -1.00656629e-01  1.16706286e-02
  7.81907514e-03  8.69516581e-02  3.41933370e-02 -8.23768005e-02
  7.77190849e-02  1.43030554e-01  2.54418813e-02 -5.89883886e-02
 -4.14075181e-02 -7.27658644e-02 -1.06969506e-01 -1.00750923e-01
 -3.86233367e-02  2.52240375e-02 -9.43205506e-02  5.72485067e-02
 -2.07964685e-02  1.19104892e-01  4.35442701e-02 -6.15193844e-02]",[0. 1. 0. 0. 0. 0. 0. 0.]
95,"[-3.34780663e-02 -7.40515739e-02  1.81968838e-01  6.06161170e-03
 -2.97165178e-02  9.04208198e-02 -9.45127532e-02 -3.66547219e-02
  1.81640059e-01  5.77377789e-02 -2.37425771e-02 -9.51581448e-02
  1.22022852e-01 -1.01842836e-01 -8.37463066e-02  4.84643131e-02
  3.88837233e-02 -7.76271820e-02  1.09858885e-01 -9.96083096e-02
 -7.37717375e-02 -7.14859590e-02 -3.45968679e-02  1.17577128e-01
  1.48630977e-01 -2.93235984e-02 -5.97717650e-02  3.41913663e-02
  1.40564859e-01 -3.83383296e-02  8.26167315e-02  6.24302998e-02
  3.48113477e-02  2.03917306e-02  3.90887372e-02  2.64886841e-02
  1.75886646e-01 -5.40978387e-02  9.73788723e-02  6.64506806e-03
 -5.23672700e-02 -5.03590144e-02  2.71695796e-02 -2.42717341e-02
  3.83711718e-02 -2.39715520e-02 -6.71447143e-02 -9.11452249e-02
 -2.71439254e-02  2.41779879e-01 -4.32445928e-02  8.57640430e-02
 -2.74801143e-02  2.70217769e-02 -8.34256262e-02  1.80394858e-01
  3.09850257e-02 -1.33511826e-01 -7.78452903e-02 -1.02878749e-01
 -1.49527192e-01  1.11339509e-01 -3.33797634e-02 -6.30664155e-02
 -6.88501596e-02  1.07219264e-01 -4.80141863e-03 -2.00637858e-02
 -1.02804685e-02 -5.17564751e-02 -8.50048661e-02  7.23850280e-02
  6.94356933e-02 -5.05335145e-02  4.03430462e-02  7.65843168e-02
  3.19439096e-05  4.71627414e-02  8.48217830e-02  8.16082582e-02
 -3.75475548e-02  6.37860000e-02 -1.02888107e-01 -3.31679396e-02
 -7.13102221e-02 -1.10855907e-01 -1.00793853e-01  1.00789435e-01
 -1.10593863e-01  1.88793361e-01 -5.55479005e-02 -9.24536660e-02
  3.10156465e-01 -1.78627521e-02 -2.45238701e-03  1.22895002e-01
 -6.91427290e-02 -4.90702875e-02 -1.89961996e-02 -1.62174627e-01
  4.21741642e-02 -3.33917141e-02 -2.02057771e-02 -2.93123610e-02
  2.01690152e-01 -7.06085786e-02 -1.00656629e-01  1.16706286e-02
  7.81907514e-03  8.69516581e-02  3.41933370e-02 -8.23768005e-02
  7.77190849e-02  1.43030554e-01  2.54418813e-02 -5.89883886e-02
 -4.14075181e-02 -7.27658644e-02 -1.06969506e-01 -1.00750923e-01
 -3.86233367e-02  2.52240375e-02 -9.43205506e-02  5.72485067e-02
 -2.07964685e-02  1.19104892e-01  4.35442701e-02 -6.15193844e-02]",[0. 0. 1. 0. 0. 0. 0. 0.]
96,"[-0.02968507 -0.07256977  0.1995782   0.00876263 -0.0219031   0.06696206
 -0.09341238 -0.04002412  0.17157845  0.06802091 -0.01805322 -0.09181831
  0.10252402 -0.10280112 -0.08485968  0.04407855  0.0489904  -0.09621061
  0.09940697 -0.09877806 -0.08101847 -0.06867238 -0.03572987  0.11455659
  0.1448991  -0.02868048 -0.06622877  0.01624332  0.14289665 -0.03233991
  0.08101897  0.05007987  0.01895651  0.00789471  0.01795186  0.04828423
  0.16652843 -0.05142806  0.06971399  0.00219986 -0.05907773 -0.06152074
  0.01807917 -0.023368    0.00973433 -0.03759058 -0.05816073 -0.10037014
 -0.02823946  0.22217269 -0.0448557   0.09132204 -0.0235518   0.0280365
 -0.0921487   0.18844752  0.02786789 -0.14040351 -0.06678195 -0.10701276
 -0.16150025  0.09970296 -0.03858087 -0.06353784 -0.06213569  0.11059621
 -0.0294023  -0.02439345 -0.01371214 -0.07317735 -0.08143079  0.08362366
  0.06110434 -0.06006925  0.01831813  0.08147207  0.00045713  0.04762188
  0.10733473  0.10067869 -0.03500219  0.08082965 -0.10310254 -0.04621257
 -0.07013471 -0.09211929 -0.10026979  0.10069212 -0.11042473  0.17330451
 -0.057007   -0.08951915  0.30802715 -0.01407233 -0.00184718  0.11901315
 -0.07688443 -0.05268877 -0.0209759  -0.17198294  0.04453187 -0.0344171
 -0.0260622  -0.02449816  0.19644368 -0.0827813  -0.10564137  0.01439947
  0.01096313  0.0875636   0.04577564 -0.08873073  0.05964869  0.16050714
  0.00371589 -0.04435001 -0.05000247 -0.07471911 -0.11004854 -0.10679619
 -0.02617097  0.04572838 -0.10117822  0.06320885 -0.02376128  0.10791762
  0.02966935 -0.06208432]",[0. 1. 0. 0. 0. 0. 0. 0.]
97,"[-0.02968507 -0.07256977  0.1995782   0.00876263 -0.0219031   0.06696206
 -0.09341238 -0.04002412  0.17157845  0.06802091 -0.01805322 -0.09181831
  0.10252402 -0.10280112 -0.08485968  0.04407855  0.0489904  -0.09621061
  0.09940697 -0.09877806 -0.08101847 -0.06867238 -0.03572987  0.11455659
  0.1448991  -0.02868048 -0.06622877  0.01624332  0.14289665 -0.03233991
  0.08101897  0.05007987  0.01895651  0.00789471  0.01795186  0.04828423
  0.16652843 -0.05142806  0.06971399  0.00219986 -0.05907773 -0.06152074
  0.01807917 -0.023368    0.00973433 -0.03759058 -0.05816073 -0.10037014
 -0.02823946  0.22217269 -0.0448557   0.09132204 -0.0235518   0.0280365
 -0.0921487   0.18844752  0.02786789 -0.14040351 -0.06678195 -0.10701276
 -0.16150025  0.09970296 -0.03858087 -0.06353784 -0.06213569  0.11059621
 -0.0294023  -0.02439345 -0.01371214 -0.07317735 -0.08143079  0.08362366
  0.06110434 -0.06006925  0.01831813  0.08147207  0.00045713  0.04762188
  0.10733473  0.10067869 -0.03500219  0.08082965 -0.10310254 -0.04621257
 -0.07013471 -0.09211929 -0.10026979  0.10069212 -0.11042473  0.17330451
 -0.057007   -0.08951915  0.30802715 -0.01407233 -0.00184718  0.11901315
 -0.07688443 -0.05268877 -0.0209759  -0.17198294  0.04453187 -0.0344171
 -0.0260622  -0.02449816  0.19644368 -0.0827813  -0.10564137  0.01439947
  0.01096313  0.0875636   0.04577564 -0.08873073  0.05964869  0.16050714
  0.00371589 -0.04435001 -0.05000247 -0.07471911 -0.11004854 -0.10679619
 -0.02617097  0.04572838 -0.10117822  0.06320885 -0.02376128  0.10791762
  0.02966935 -0.06208432]",[0. 0. 1. 0. 0. 0. 0. 0.]
98,"[-0.05314768 -0.07085469  0.21257712  0.01983373 -0.04189188  0.09556568
 -0.09032014 -0.05074151  0.17746419  0.05110069 -0.0219602  -0.10215684
  0.11277559 -0.1008362  -0.08998182  0.04523842  0.03804626 -0.08848939
  0.09648073 -0.10085747 -0.07688724 -0.07350922 -0.05202095  0.12414481
  0.13043962 -0.01394759 -0.06187719  0.00424812  0.12258717 -0.04097571
  0.09648525  0.05103656  0.04088561  0.0225603   0.0055322   0.03642036
  0.18708926 -0.04083765  0.0862188   0.00978471 -0.0454272  -0.0589611
  0.01102974 -0.01397733  0.0109843  -0.02192168 -0.07523105 -0.09248459
 -0.02520213  0.21638672 -0.03363065  0.09058276 -0.02548729  0.01502031
 -0.09023943  0.17140953  0.02414702 -0.15846968 -0.06742005 -0.10383404
 -0.15446378  0.08313738 -0.03520548 -0.07118324 -0.07154411  0.10390379
 -0.0123927  -0.01124636 -0.0029574  -0.07308122 -0.0844015   0.07001831
  0.05505904 -0.06912805  0.01158224  0.07257239 -0.00973714  0.02728989
  0.0846011   0.10682056 -0.02835795  0.07921351 -0.10089054 -0.05049056
 -0.06246677 -0.11060669 -0.09928885  0.09967871 -0.11362845  0.1530916
 -0.0679228  -0.09212415  0.29889682 -0.03573823 -0.01525554  0.13667575
 -0.07452711 -0.05571103 -0.02145554 -0.18402545  0.05452368 -0.04398743
 -0.03741908 -0.03221603  0.19074959 -0.08103692 -0.10801587  0.02810867
 -0.02562393  0.0897596   0.04279255 -0.08823789  0.08036061  0.13361421
  0.01771383 -0.03931641 -0.04892892 -0.07849102 -0.10829508 -0.1014266
 -0.03735272  0.02534758 -0.09638257  0.06547412 -0.02096852  0.12271274
 -0.00682151 -0.0667442 ]",[0. 1. 0. 0. 0. 0. 0. 0.]
99,"[-0.05314768 -0.07085469  0.21257712  0.01983373 -0.04189188  0.09556568
 -0.09032014 -0.05074151  0.17746419  0.05110069 -0.0219602  -0.10215684
  0.11277559 -0.1008362  -0.08998182  0.04523842  0.03804626 -0.08848939
  0.09648073 -0.10085747 -0.07688724 -0.07350922 -0.05202095  0.12414481
  0.13043962 -0.01394759 -0.06187719  0.00424812  0.12258717 -0.04097571
  0.09648525  0.05103656  0.04088561  0.0225603   0.0055322   0.03642036
  0.18708926 -0.04083765  0.0862188   0.00978471 -0.0454272  -0.0589611
  0.01102974 -0.01397733  0.0109843  -0.02192168 -0.07523105 -0.09248459
 -0.02520213  0.21638672 -0.03363065  0.09058276 -0.02548729  0.01502031
 -0.09023943  0.17140953  0.02414702 -0.15846968 -0.06742005 -0.10383404
 -0.15446378  0.08313738 -0.03520548 -0.07118324 -0.07154411  0.10390379
 -0.0123927  -0.01124636 -0.0029574  -0.07308122 -0.0844015   0.07001831
  0.05505904 -0.06912805  0.01158224  0.07257239 -0.00973714  0.02728989
  0.0846011   0.10682056 -0.02835795  0.07921351 -0.10089054 -0.05049056
 -0.06246677 -0.11060669 -0.09928885  0.09967871 -0.11362845  0.1530916
 -0.0679228  -0.09212415  0.29889682 -0.03573823 -0.01525554  0.13667575
 -0.07452711 -0.05571103 -0.02145554 -0.18402545  0.05452368 -0.04398743
 -0.03741908 -0.03221603  0.19074959 -0.08103692 -0.10801587  0.02810867
 -0.02562393  0.0897596   0.04279255 -0.08823789  0.08036061  0.13361421
  0.01771383 -0.03931641 -0.04892892 -0.07849102 -0.10829508 -0.1014266
 -0.03735272  0.02534758 -0.09638257  0.06547412 -0.02096852  0.12271274
 -0.00682151 -0.0667442 ]",[0. 0. 1. 0. 0. 0. 0. 0.]
100,"[-0.05399006 -0.06755122  0.2072265   0.02009222 -0.04605421  0.09777926
 -0.08897791 -0.05207459  0.17483966  0.04144292 -0.02346482 -0.10707899
  0.10403568 -0.10106536 -0.09205694  0.03802676  0.04229372 -0.08866143
  0.0827631  -0.10229187 -0.07733326 -0.07588962 -0.04765091  0.12617697
  0.13117571 -0.01630354 -0.0495614  -0.00184877  0.08964905 -0.04052656
  0.09987677  0.041708    0.04349547  0.00558881  0.00440741  0.04399932
  0.18429284 -0.03629341  0.09758849  0.00350744 -0.03745577 -0.0562683
  0.00455476 -0.00914242  0.01440818 -0.02498644 -0.06743242 -0.0966505
 -0.03121833  0.22656915 -0.03763947  0.10798071 -0.02067061  0.00976363
 -0.09327371  0.17449199  0.01612447 -0.16607344 -0.07773509 -0.10386051
 -0.15946248  0.07760816 -0.03269826 -0.06863277 -0.07187555  0.09523512
 -0.01820443 -0.01292576 -0.00870377 -0.0781144  -0.08534216  0.07018491
  0.04697932 -0.07467412  0.02302431  0.06254528 -0.00901924  0.0451711
  0.08869554  0.10733063 -0.0324662   0.07604454 -0.10088836 -0.05322151
 -0.0679789  -0.12122661 -0.09919807  0.09844227 -0.11469468  0.13270228
 -0.07202584 -0.08994506  0.28630173 -0.03232107 -0.01079075  0.13949336
 -0.07094496 -0.05649806 -0.0350321  -0.19436678  0.04441286 -0.059685
 -0.04346999 -0.04527043  0.18505205 -0.09036206 -0.10978787  0.03019269
 -0.0376837   0.08657593  0.03214993 -0.08882448  0.08496071  0.14490815
  0.0322236  -0.04491477 -0.05296224 -0.08026796 -0.10983773 -0.10064132
 -0.03444383  0.02776318 -0.10153622  0.04757003 -0.0251989   0.12112731
 -0.00056792 -0.06072784]",[0. 1. 0. 0. 0. 0. 0. 0.]
101,"[-0.05399006 -0.06755122  0.2072265   0.02009222 -0.04605421  0.09777926
 -0.08897791 -0.05207459  0.17483966  0.04144292 -0.02346482 -0.10707899
  0.10403568 -0.10106536 -0.09205694  0.03802676  0.04229372 -0.08866143
  0.0827631  -0.10229187 -0.07733326 -0.07588962 -0.04765091  0.12617697
  0.13117571 -0.01630354 -0.0495614  -0.00184877  0.08964905 -0.04052656
  0.09987677  0.041708    0.04349547  0.00558881  0.00440741  0.04399932
  0.18429284 -0.03629341  0.09758849  0.00350744 -0.03745577 -0.0562683
  0.00455476 -0.00914242  0.01440818 -0.02498644 -0.06743242 -0.0966505
 -0.03121833  0.22656915 -0.03763947  0.10798071 -0.02067061  0.00976363
 -0.09327371  0.17449199  0.01612447 -0.16607344 -0.07773509 -0.10386051
 -0.15946248  0.07760816 -0.03269826 -0.06863277 -0.07187555  0.09523512
 -0.01820443 -0.01292576 -0.00870377 -0.0781144  -0.08534216  0.07018491
  0.04697932 -0.07467412  0.02302431  0.06254528 -0.00901924  0.0451711
  0.08869554  0.10733063 -0.0324662   0.07604454 -0.10088836 -0.05322151
 -0.0679789  -0.12122661 -0.09919807  0.09844227 -0.11469468  0.13270228
 -0.07202584 -0.08994506  0.28630173 -0.03232107 -0.01079075  0.13949336
 -0.07094496 -0.05649806 -0.0350321  -0.19436678  0.04441286 -0.059685
 -0.04346999 -0.04527043  0.18505205 -0.09036206 -0.10978787  0.03019269
 -0.0376837   0.08657593  0.03214993 -0.08882448  0.08496071  0.14490815
  0.0322236  -0.04491477 -0.05296224 -0.08026796 -0.10983773 -0.10064132
 -0.03444383  0.02776318 -0.10153622  0.04757003 -0.0251989   0.12112731
 -0.00056792 -0.06072784]",[0. 0. 1. 0. 0. 0. 0. 0.]
102,"[-0.0490388  -0.05869177  0.22241746  0.03493303 -0.05782557  0.09570272
 -0.0802964  -0.0310914   0.17460091  0.03658865 -0.0402572  -0.07616014
  0.10543241 -0.09265124 -0.08644412  0.05035556  0.01442171 -0.07279444
  0.1055568  -0.10127363 -0.08000505 -0.07432212 -0.04731457  0.11627956
  0.11046822 -0.01656633 -0.04014716 -0.00150672  0.09617636 -0.03106123
  0.12399928  0.03334897  0.08560136 -0.00637207 -0.0044111   0.0317589
  0.2165818  -0.04503256  0.0928985  -0.00044211 -0.03186299 -0.0470522
  0.03489675 -0.01097535  0.03057247 -0.01707152 -0.07133911 -0.09354444
 -0.00971213  0.23819058 -0.01340783  0.1209571  -0.01434663  0.02252406
 -0.0969025   0.16548753  0.01074815 -0.17165771 -0.09290017 -0.10139161
 -0.15449014  0.08343598 -0.03377815 -0.05245274 -0.06939367  0.07169253
 -0.01485286 -0.00356741 -0.03547233 -0.07657849 -0.09027793  0.04415932
  0.04746096 -0.06437759  0.02334262  0.06948394 -0.02587102  0.04816363
  0.08256199  0.07594984 -0.0243791   0.08377239 -0.10029568 -0.04790531
 -0.06567501 -0.11776675 -0.09787221  0.08483149 -0.11768197  0.14901996
 -0.08260212 -0.09633675  0.28443578 -0.03690698 -0.01617245  0.13183191
 -0.06246883 -0.04405228 -0.02702985 -0.20043568  0.01948461 -0.04665171
 -0.05460054 -0.04825557  0.19159685 -0.08259727 -0.10596535  0.03674445
 -0.03872389  0.07655843  0.02086203 -0.0854697   0.0951188   0.11596074
  0.06241898 -0.05894259 -0.05573282 -0.07771216 -0.10760316 -0.09165693
 -0.04123339  0.00291636 -0.10054973  0.06128717 -0.0225158   0.12216709
 -0.02023407 -0.0573622 ]",[0. 1. 0. 0. 0. 0. 0. 0.]
103,"[-0.0490388  -0.05869177  0.22241746  0.03493303 -0.05782557  0.09570272
 -0.0802964  -0.0310914   0.17460091  0.03658865 -0.0402572  -0.07616014
  0.10543241 -0.09265124 -0.08644412  0.05035556  0.01442171 -0.07279444
  0.1055568  -0.10127363 -0.08000505 -0.07432212 -0.04731457  0.11627956
  0.11046822 -0.01656633 -0.04014716 -0.00150672  0.09617636 -0.03106123
  0.12399928  0.03334897  0.08560136 -0.00637207 -0.0044111   0.0317589
  0.2165818  -0.04503256  0.0928985  -0.00044211 -0.03186299 -0.0470522
  0.03489675 -0.01097535  0.03057247 -0.01707152 -0.07133911 -0.09354444
 -0.00971213  0.23819058 -0.01340783  0.1209571  -0.01434663  0.02252406
 -0.0969025   0.16548753  0.01074815 -0.17165771 -0.09290017 -0.10139161
 -0.15449014  0.08343598 -0.03377815 -0.05245274 -0.06939367  0.07169253
 -0.01485286 -0.00356741 -0.03547233 -0.07657849 -0.09027793  0.04415932
  0.04746096 -0.06437759  0.02334262  0.06948394 -0.02587102  0.04816363
  0.08256199  0.07594984 -0.0243791   0.08377239 -0.10029568 -0.04790531
 -0.06567501 -0.11776675 -0.09787221  0.08483149 -0.11768197  0.14901996
 -0.08260212 -0.09633675  0.28443578 -0.03690698 -0.01617245  0.13183191
 -0.06246883 -0.04405228 -0.02702985 -0.20043568  0.01948461 -0.04665171
 -0.05460054 -0.04825557  0.19159685 -0.08259727 -0.10596535  0.03674445
 -0.03872389  0.07655843  0.02086203 -0.0854697   0.0951188   0.11596074
  0.06241898 -0.05894259 -0.05573282 -0.07771216 -0.10760316 -0.09165693
 -0.04123339  0.00291636 -0.10054973  0.06128717 -0.0225158   0.12216709
 -0.02023407 -0.0573622 ]",[0. 0. 1. 0. 0. 0. 0. 0.]
