,features,ids
10,"[ 6.69261515e-02 -8.25274587e-02  8.62399936e-02 -6.29450530e-02
 -1.47614144e-02  2.36578003e-01 -8.93372744e-02 -7.91051611e-02
  1.71697736e-01  7.41780847e-02 -7.74036422e-02 -7.24644586e-02
  5.41510209e-02 -1.00313365e-01 -7.81118497e-02  7.16199726e-02
  5.19626178e-02 -1.05494268e-01  7.36725330e-02 -5.65417893e-02
 -6.32922426e-02 -8.82717893e-02 -4.59288806e-02 -1.60030052e-02
  3.55681479e-02 -4.00734842e-02 -6.80140033e-02  1.01395309e-01
  1.06519893e-01 -5.43962233e-02  3.67803574e-02  1.20381350e-02
  2.51712855e-02  5.66826425e-02 -1.90271195e-02  9.86682102e-02
  7.85073191e-02 -6.36366531e-02  3.56565393e-03  4.74380217e-02
 -7.70210698e-02 -2.69390158e-02  9.50154960e-02 -8.10067728e-03
  1.69730894e-02  5.64872324e-02  5.76975867e-02 -9.26242918e-02
 -9.75347683e-03  1.80443510e-01 -1.21170897e-02  5.80772618e-03
 -6.78214878e-02 -2.47788206e-02  8.22884589e-02  2.10991099e-01
  6.72917813e-02 -9.78348404e-02  1.05134363e-03 -9.09763873e-02
 -1.48045287e-01  1.61456123e-01 -8.80110264e-02 -8.07863772e-02
 -4.82012369e-02  4.14573587e-02  3.35578434e-02 -3.74489799e-02
  7.82130212e-02 -4.87778671e-02 -7.42821917e-02  5.22140227e-02
  1.47819072e-01 -9.30951461e-02 -4.02989388e-02  1.14311315e-01
  5.63524775e-02 -1.84356744e-04  5.50268143e-02  1.21487401e-01
 -3.57234813e-02 -6.89364001e-02 -9.66859087e-02 -9.54684317e-02
 -5.59972674e-02 -4.21423987e-02 -7.93410093e-02  1.63691327e-01
 -4.62546460e-02  1.51940789e-02 -2.79070660e-02 -8.36605281e-02
  2.77890861e-01  5.55327609e-02  5.42468019e-02  8.86936560e-02
 -7.10067004e-02  2.84075011e-02  3.14054526e-02 -1.32315204e-01
  8.49114284e-02 -5.87553903e-02  3.29910368e-02 -4.85750474e-02
  1.99408591e-01  5.04690260e-02 -8.93406942e-02 -1.52221117e-02
 -2.74178367e-02  1.59842223e-01  1.54436126e-01 -7.14044049e-02
  1.56249419e-01  1.11845896e-01 -5.44688245e-03 -6.19267076e-02
  9.12428647e-02 -6.05195314e-02 -8.21815804e-02 -9.93145183e-02
 -5.04231490e-02  1.56746106e-03 -3.01095918e-02 -2.51035765e-02
  1.92661490e-02  2.05658451e-01  1.12849668e-01 -9.14354622e-02]",[0. 0. 1. 0. 0. 0. 0. 0.]
11,"[ 0.04045625 -0.08211173  0.07778165 -0.04217586 -0.01302779  0.22234379
 -0.08272175 -0.06284726  0.17574485  0.09326164 -0.05508002 -0.08082374
  0.07929675 -0.0961348  -0.07256842  0.08587472  0.05631635 -0.10124665
  0.07812532 -0.05995405 -0.05676241 -0.08429155 -0.04826356 -0.01213283
  0.05390655 -0.04018763 -0.0640066   0.11531673  0.11645167 -0.03917737
  0.05283608 -0.00171543 -0.00151929  0.05965294 -0.01075896  0.09084902
  0.06143735 -0.06736064  0.00816073  0.06117738 -0.07457224 -0.02411667
  0.13349943  0.00764288  0.04053502  0.05707493  0.02554621 -0.08464783
 -0.00615772  0.20412296  0.00462574  0.02507396 -0.06183681 -0.03034039
  0.03710584  0.20769028  0.08061726 -0.09718784 -0.0373167  -0.08589223
 -0.14044043  0.17379346 -0.08574679 -0.05801892 -0.05547463  0.07773936
  0.02684075 -0.0428768   0.0655812  -0.04789693 -0.07155297  0.06801657
  0.13649645 -0.08565416 -0.0286964   0.11166188  0.02655785  0.01284261
  0.0205567   0.12212697 -0.04450165 -0.07220034 -0.09055796 -0.09247501
 -0.04215639 -0.04656107 -0.08033407  0.1334437  -0.05993504  0.04073462
  0.0093053  -0.07700043  0.28451028  0.0683573   0.0372278   0.09662542
 -0.07142161  0.03787745  0.06146767 -0.11890206  0.09394794 -0.06184249
  0.05008993 -0.03779749  0.20659274  0.08207446 -0.08697445  0.01013965
 -0.03849172  0.1341395   0.17683092 -0.05962443  0.14183034  0.12717217
 -0.02175053 -0.03559672  0.06911077 -0.05474645 -0.07989574 -0.09127339
 -0.0349334  -0.00215699 -0.028658   -0.01954663  0.00676788  0.2215296
  0.13294859 -0.0846417 ]",[0. 0. 1. 0. 0. 0. 0. 0.]
12,"[ 0.03760361 -0.08537956  0.07598723 -0.04383266 -0.01447565  0.21624158
 -0.08152879 -0.06102422  0.17197894  0.0975442  -0.05363027 -0.07654465
  0.07768508 -0.09620988 -0.07073257  0.08328635  0.05602523 -0.10105075
  0.08339011 -0.0613658  -0.05911693 -0.08348352 -0.04412698 -0.01962131
  0.04893697 -0.04409189 -0.06256605  0.11608288  0.12217555 -0.03744864
  0.05322723 -0.00310822 -0.00391221  0.05468123 -0.00901248  0.08859973
  0.05576742 -0.06807595  0.00745722  0.06541189 -0.07491846 -0.02744144
  0.13416429  0.00707794  0.03828767  0.06205893  0.02906573 -0.08522242
 -0.00306939  0.20006919  0.00630377  0.02261958 -0.06227709 -0.02534978
  0.03346421  0.21231589  0.07988657 -0.09679636 -0.03769875 -0.08643097
 -0.13908653  0.18143801 -0.08600418 -0.05968517 -0.0540685   0.07588194
  0.02421812 -0.04595453  0.06271799 -0.04437652 -0.07098034  0.06778125
  0.13310012 -0.08572535 -0.0292288   0.1131162   0.02975155  0.01437461
  0.01899356  0.12015281 -0.04425296 -0.07378644 -0.09040076 -0.09202822
 -0.03731849 -0.04361874 -0.080071    0.1313613  -0.06209649  0.03538359
  0.0092834  -0.07892103  0.28438547  0.06898713  0.03827903  0.09851498
 -0.07075596  0.04073823  0.06381793 -0.11897609  0.08997743 -0.06073212
  0.05365177 -0.0389235   0.20615584  0.08251347 -0.0852886   0.01288379
 -0.03661474  0.13526781  0.1806785  -0.06075738  0.13914211  0.12763819
 -0.02392096 -0.0336364   0.07465357 -0.05593306 -0.08042578 -0.09120847
 -0.03569894 -0.00409004 -0.02778188 -0.01780346  0.00773862  0.2231282
  0.136314   -0.08488292]",[0. 0. 1. 0. 0. 0. 0. 0.]
13,"[ 0.05677607 -0.08209047  0.0806991  -0.03399809 -0.01329014  0.22821833
 -0.07838531 -0.06644917  0.18256234  0.11697136 -0.06178781 -0.0915315
  0.08366843 -0.09457904 -0.07076888  0.09746885  0.05788287 -0.09879141
  0.07841571 -0.0668804  -0.0575555  -0.08384234 -0.0593447  -0.0266887
  0.05577039 -0.05190231 -0.06563205  0.12450254  0.09841713 -0.02926078
  0.05620752  0.00182945 -0.00744713  0.0610692  -0.02290944  0.08513004
  0.05491457 -0.05644509  0.00570319  0.06961498 -0.07578564 -0.00260658
  0.12231541  0.0114932   0.03682326  0.06304373  0.02779867 -0.08166231
 -0.01721899  0.18736598  0.01116829  0.01393596 -0.06214178 -0.03869873
  0.02242714  0.19904685  0.07708597 -0.09574344 -0.03049724 -0.08372974
 -0.12957141  0.16816638 -0.08505546 -0.06800859 -0.04869073  0.09042495
  0.03044647 -0.0374518   0.06565337 -0.03962259 -0.07312006  0.08942673
  0.12858787 -0.08235323 -0.0219266   0.11121752  0.02931765  0.02372239
  0.04061399  0.13275702 -0.05326591 -0.07527253 -0.08778538 -0.09461502
 -0.02607289 -0.06129517 -0.08029628  0.13860382 -0.05133344  0.01514382
  0.02843927 -0.07518324  0.29196718  0.0549861   0.02584298  0.10597644
 -0.07313429  0.0304508   0.06278485 -0.11834745  0.08965728 -0.05833457
  0.04380497 -0.03591876  0.19042233  0.08757208 -0.08453117  0.01508211
 -0.03875948  0.14251745  0.17292973 -0.06068908  0.14024337  0.10802041
 -0.02310463 -0.02709796  0.07719857 -0.04772787 -0.07793086 -0.08978042
 -0.0299038   0.00875202 -0.02839649 -0.01416338  0.01137468  0.22873418
  0.1380578  -0.08410544]",[0. 0. 1. 0. 0. 0. 0. 0.]
14,"[ 0.03881489 -0.08547422  0.08754549 -0.01875206 -0.00525404  0.20294818
 -0.07468223 -0.06144784  0.18760443  0.1335807  -0.04891232 -0.08972807
  0.08529463 -0.09402873 -0.06153391  0.07537595  0.07286064 -0.09007809
  0.10101404 -0.08454142 -0.05669763 -0.07929727 -0.03623116 -0.04138866
  0.0456681  -0.05392799 -0.05451239  0.1416425   0.12451343 -0.00418438
  0.04723556 -0.01367093 -0.02057937  0.06781681 -0.00158121  0.03124218
  0.04218883 -0.06527347  0.00709177  0.08907659 -0.07241345 -0.02902415
  0.12718683  0.01047079  0.05015457  0.08445138  0.02095546 -0.08158877
 -0.00868894  0.18067618  0.00962981  0.01257677 -0.0591488  -0.02263516
  0.00955498  0.19981855  0.04367854 -0.10034779 -0.04134639 -0.08548456
 -0.1260429   0.17011817 -0.08459054 -0.06713966 -0.04329534  0.10663933
  0.02336952 -0.04127105  0.06380112 -0.03258957 -0.06650996  0.09604855
  0.12361038 -0.08116405 -0.00395513  0.09837371  0.01849094  0.00704004
  0.02957337  0.10881189 -0.05747526 -0.07798132 -0.08672695 -0.09620439
 -0.01852979 -0.05841294 -0.07483486  0.11357225 -0.0560115  -0.00654986
  0.00745216 -0.08524932  0.29532748  0.04519747  0.00678128  0.12754434
 -0.06482124  0.03292174  0.07952424 -0.104949    0.06288362 -0.06558517
  0.03268662 -0.04077381  0.1917619   0.07042443 -0.08115705  0.0372538
 -0.04345671  0.15316097  0.18833542 -0.06207035  0.1328817   0.13750808
 -0.0079833  -0.01818104  0.09199033 -0.05887495 -0.08086707 -0.08545391
 -0.0243009   0.00367523 -0.01947271 -0.01780148 -0.00459325  0.24461807
  0.1344483  -0.08513904]",[0. 0. 1. 0. 0. 0. 0. 0.]
15,"[ 0.03881489 -0.08547422  0.08754549 -0.01875206 -0.00525404  0.20294818
 -0.07468223 -0.06144784  0.18760443  0.1335807  -0.04891232 -0.08972807
  0.08529463 -0.09402873 -0.06153391  0.07537595  0.07286064 -0.09007809
  0.10101404 -0.08454142 -0.05669763 -0.07929727 -0.03623116 -0.04138866
  0.0456681  -0.05392799 -0.05451239  0.1416425   0.12451343 -0.00418438
  0.04723556 -0.01367093 -0.02057937  0.06781681 -0.00158121  0.03124218
  0.04218883 -0.06527347  0.00709177  0.08907659 -0.07241345 -0.02902415
  0.12718683  0.01047079  0.05015457  0.08445138  0.02095546 -0.08158877
 -0.00868894  0.18067618  0.00962981  0.01257677 -0.0591488  -0.02263516
  0.00955498  0.19981855  0.04367854 -0.10034779 -0.04134639 -0.08548456
 -0.1260429   0.17011817 -0.08459054 -0.06713966 -0.04329534  0.10663933
  0.02336952 -0.04127105  0.06380112 -0.03258957 -0.06650996  0.09604855
  0.12361038 -0.08116405 -0.00395513  0.09837371  0.01849094  0.00704004
  0.02957337  0.10881189 -0.05747526 -0.07798132 -0.08672695 -0.09620439
 -0.01852979 -0.05841294 -0.07483486  0.11357225 -0.0560115  -0.00654986
  0.00745216 -0.08524932  0.29532748  0.04519747  0.00678128  0.12754434
 -0.06482124  0.03292174  0.07952424 -0.104949    0.06288362 -0.06558517
  0.03268662 -0.04077381  0.1917619   0.07042443 -0.08115705  0.0372538
 -0.04345671  0.15316097  0.18833542 -0.06207035  0.1328817   0.13750808
 -0.0079833  -0.01818104  0.09199033 -0.05887495 -0.08086707 -0.08545391
 -0.0243009   0.00367523 -0.01947271 -0.01780148 -0.00459325  0.24461807
  0.1344483  -0.08513904]",[0. 0. 0. 0. 1. 0. 0. 0.]
16,"[ 0.03176472 -0.07237342  0.13659585 -0.00702559 -0.02162805  0.13976139
 -0.06982408 -0.04872189  0.16105491  0.18814494 -0.01203926 -0.09104528
  0.04894132 -0.10021309 -0.06355575  0.08855184  0.03922138 -0.09524865
  0.1420314  -0.10471285 -0.0581796  -0.06789206 -0.03221459 -0.01881649
  0.00265266 -0.04271802 -0.07121336  0.11429148  0.14722829  0.00482759
  0.09533363 -0.05273731 -0.02677092  0.06641155 -0.00687632 -0.03570882
 -0.00304492 -0.03012896  0.03012973  0.13794066 -0.0431207  -0.05774692
  0.07460219  0.00333989  0.04963675  0.10558975 -0.03153474 -0.07829773
  0.03671384  0.19346607  0.01617599  0.02426468 -0.05574263  0.00594199
 -0.04119567  0.2255003   0.00923601 -0.08064575 -0.0523028  -0.08909723
 -0.12156813  0.17681485 -0.08610715 -0.05893271 -0.00581839  0.11836612
  0.03135787 -0.03592687 -0.03094479 -0.04877769 -0.08188287  0.10957541
  0.07572763 -0.07551961 -0.00033727  0.09813718 -0.05219639 -0.01626004
  0.04831744  0.10393551 -0.07692374 -0.01455887 -0.09089112 -0.09836739
 -0.05635025 -0.01433999 -0.07716122  0.0195102  -0.07216111 -0.03879167
 -0.03457754 -0.0974803   0.26564372  0.03042345 -0.05697507  0.17067981
 -0.06904437 -0.00373138  0.06603757 -0.07884517 -0.03860832 -0.0865866
  0.06216123 -0.03670863  0.18045853  0.07371851 -0.0912485   0.07336529
 -0.05318396  0.15711549  0.13646986 -0.0747937   0.15025437  0.11187969
  0.0244166   0.04743385  0.02899105 -0.08040944 -0.09118953 -0.06966987
 -0.01363557  0.02990528 -0.03524063 -0.04832216 -0.01925349  0.27361408
  0.10367374 -0.0896467 ]",[0. 0. 1. 0. 0. 0. 0. 0.]
17,"[ 0.03176472 -0.07237342  0.13659585 -0.00702559 -0.02162805  0.13976139
 -0.06982408 -0.04872189  0.16105491  0.18814494 -0.01203926 -0.09104528
  0.04894132 -0.10021309 -0.06355575  0.08855184  0.03922138 -0.09524865
  0.1420314  -0.10471285 -0.0581796  -0.06789206 -0.03221459 -0.01881649
  0.00265266 -0.04271802 -0.07121336  0.11429148  0.14722829  0.00482759
  0.09533363 -0.05273731 -0.02677092  0.06641155 -0.00687632 -0.03570882
 -0.00304492 -0.03012896  0.03012973  0.13794066 -0.0431207  -0.05774692
  0.07460219  0.00333989  0.04963675  0.10558975 -0.03153474 -0.07829773
  0.03671384  0.19346607  0.01617599  0.02426468 -0.05574263  0.00594199
 -0.04119567  0.2255003   0.00923601 -0.08064575 -0.0523028  -0.08909723
 -0.12156813  0.17681485 -0.08610715 -0.05893271 -0.00581839  0.11836612
  0.03135787 -0.03592687 -0.03094479 -0.04877769 -0.08188287  0.10957541
  0.07572763 -0.07551961 -0.00033727  0.09813718 -0.05219639 -0.01626004
  0.04831744  0.10393551 -0.07692374 -0.01455887 -0.09089112 -0.09836739
 -0.05635025 -0.01433999 -0.07716122  0.0195102  -0.07216111 -0.03879167
 -0.03457754 -0.0974803   0.26564372  0.03042345 -0.05697507  0.17067981
 -0.06904437 -0.00373138  0.06603757 -0.07884517 -0.03860832 -0.0865866
  0.06216123 -0.03670863  0.18045853  0.07371851 -0.0912485   0.07336529
 -0.05318396  0.15711549  0.13646986 -0.0747937   0.15025437  0.11187969
  0.0244166   0.04743385  0.02899105 -0.08040944 -0.09118953 -0.06966987
 -0.01363557  0.02990528 -0.03524063 -0.04832216 -0.01925349  0.27361408
  0.10367374 -0.0896467 ]",[0. 0. 0. 0. 1. 0. 0. 0.]
18,"[ 7.18523264e-02 -8.72520506e-02  9.65421349e-02 -2.41644476e-02
  1.09131364e-02  1.91943377e-01 -7.91422576e-02 -6.22100979e-02
  1.98204294e-01  1.54724374e-01 -4.53623943e-02 -8.72437507e-02
  7.45541677e-02 -9.77555364e-02 -6.02559745e-02  6.06013089e-02
  8.25034007e-02 -9.39738899e-02  1.44497558e-01 -8.91358703e-02
 -6.16785698e-02 -8.10240358e-02 -3.50066051e-02 -3.87674011e-02
  1.94381103e-02 -4.80099507e-02 -6.83771223e-02  1.38393283e-01
  1.44023478e-01 -2.58759931e-02  5.07213771e-02 -1.69473272e-02
 -3.88653241e-02  7.84114674e-02 -6.94584474e-03  2.05092337e-02
  8.28034990e-03 -6.76169246e-02  1.30531611e-02  1.15037650e-01
 -6.75349012e-02 -3.65013257e-02  1.06574230e-01 -3.08061694e-03
  2.93173417e-02  6.22849353e-02  2.98393257e-02 -8.00939873e-02
 -1.95897504e-04  1.48787186e-01  1.86290108e-02  5.53951692e-03
 -6.15087710e-02 -6.30460121e-03  2.13739090e-02  2.07809433e-01
  4.00314741e-02 -6.41585067e-02 -3.53203118e-02 -8.54024664e-02
 -1.32167503e-01  1.58274725e-01 -8.90773460e-02 -6.70921132e-02
 -2.78762002e-02  1.08884826e-01  2.62321439e-02 -4.97611202e-02
  4.01936062e-02 -4.65543494e-02 -6.62795007e-02  1.18709564e-01
  9.61928815e-02 -8.87348875e-02 -2.27022804e-02  9.29571018e-02
  1.44807696e-02  6.53790217e-03  3.74979526e-02  1.09519295e-01
 -6.22869059e-02 -6.78265765e-02 -9.00027528e-02 -9.47423875e-02
 -4.75258268e-02 -3.29274461e-02 -6.89001754e-02  7.93411657e-02
 -5.49715497e-02 -1.63406841e-02 -4.93183034e-03 -9.15084705e-02
  2.70601302e-01  3.62994745e-02 -1.32670952e-02  1.36626273e-01
 -5.90545610e-02  3.68772186e-02  7.03467429e-02 -9.07675177e-02
  7.01755062e-02 -8.29726532e-02  2.25632563e-02 -4.36958596e-02
  2.11879700e-01  5.74399792e-02 -8.22623447e-02  2.04448774e-02
 -5.57529405e-02  1.60575762e-01  1.89562052e-01 -7.08027780e-02
  1.19062386e-01  1.56538069e-01 -1.64668467e-02 -6.27131434e-03
  1.01351634e-01 -5.50754629e-02 -8.11927989e-02 -8.46719071e-02
 -2.26506349e-02  1.96659267e-02 -2.92027649e-02 -3.52878943e-02
 -9.77609679e-03  2.35112995e-01  1.39009222e-01 -8.74611661e-02]",[0. 1. 0. 0. 0. 0. 0. 0.]
19,"[ 7.18523264e-02 -8.72520506e-02  9.65421349e-02 -2.41644476e-02
  1.09131364e-02  1.91943377e-01 -7.91422576e-02 -6.22100979e-02
  1.98204294e-01  1.54724374e-01 -4.53623943e-02 -8.72437507e-02
  7.45541677e-02 -9.77555364e-02 -6.02559745e-02  6.06013089e-02
  8.25034007e-02 -9.39738899e-02  1.44497558e-01 -8.91358703e-02
 -6.16785698e-02 -8.10240358e-02 -3.50066051e-02 -3.87674011e-02
  1.94381103e-02 -4.80099507e-02 -6.83771223e-02  1.38393283e-01
  1.44023478e-01 -2.58759931e-02  5.07213771e-02 -1.69473272e-02
 -3.88653241e-02  7.84114674e-02 -6.94584474e-03  2.05092337e-02
  8.28034990e-03 -6.76169246e-02  1.30531611e-02  1.15037650e-01
 -6.75349012e-02 -3.65013257e-02  1.06574230e-01 -3.08061694e-03
  2.93173417e-02  6.22849353e-02  2.98393257e-02 -8.00939873e-02
 -1.95897504e-04  1.48787186e-01  1.86290108e-02  5.53951692e-03
 -6.15087710e-02 -6.30460121e-03  2.13739090e-02  2.07809433e-01
  4.00314741e-02 -6.41585067e-02 -3.53203118e-02 -8.54024664e-02
 -1.32167503e-01  1.58274725e-01 -8.90773460e-02 -6.70921132e-02
 -2.78762002e-02  1.08884826e-01  2.62321439e-02 -4.97611202e-02
  4.01936062e-02 -4.65543494e-02 -6.62795007e-02  1.18709564e-01
  9.61928815e-02 -8.87348875e-02 -2.27022804e-02  9.29571018e-02
  1.44807696e-02  6.53790217e-03  3.74979526e-02  1.09519295e-01
 -6.22869059e-02 -6.78265765e-02 -9.00027528e-02 -9.47423875e-02
 -4.75258268e-02 -3.29274461e-02 -6.89001754e-02  7.93411657e-02
 -5.49715497e-02 -1.63406841e-02 -4.93183034e-03 -9.15084705e-02
  2.70601302e-01  3.62994745e-02 -1.32670952e-02  1.36626273e-01
 -5.90545610e-02  3.68772186e-02  7.03467429e-02 -9.07675177e-02
  7.01755062e-02 -8.29726532e-02  2.25632563e-02 -4.36958596e-02
  2.11879700e-01  5.74399792e-02 -8.22623447e-02  2.04448774e-02
 -5.57529405e-02  1.60575762e-01  1.89562052e-01 -7.08027780e-02
  1.19062386e-01  1.56538069e-01 -1.64668467e-02 -6.27131434e-03
  1.01351634e-01 -5.50754629e-02 -8.11927989e-02 -8.46719071e-02
 -2.26506349e-02  1.96659267e-02 -2.92027649e-02 -3.52878943e-02
 -9.77609679e-03  2.35112995e-01  1.39009222e-01 -8.74611661e-02]",[0. 0. 1. 0. 0. 0. 0. 0.]
20,"[ 0.10941828 -0.09339087  0.06539335 -0.03716991  0.01445801  0.17976592
 -0.07757145 -0.06718261  0.19486296  0.15499814 -0.04315132 -0.07084423
  0.07046814 -0.0951716  -0.04358526  0.03029929  0.0976458  -0.08616827
  0.11895176 -0.08334795 -0.05625531 -0.07484854 -0.0242297  -0.02772042
  0.01567478 -0.03618964 -0.06690422  0.14946325  0.14166866 -0.0183893
  0.0453033  -0.02456396 -0.02051866  0.09761314 -0.02114747  0.01272636
  0.032071   -0.07573083  0.02674258  0.10735899 -0.06533714 -0.04489944
  0.10247739 -0.03734824  0.04273828  0.0838339   0.06530707 -0.07509531
 -0.03438813  0.1494999   0.01386493  0.00212409 -0.06062697 -0.01021485
  0.06840368  0.212471    0.05091218 -0.05203839 -0.02973882 -0.08417591
 -0.13208747  0.16864455 -0.08304355 -0.06921588 -0.02940887  0.1229824
  0.03403952 -0.05495539  0.06872815 -0.02903098 -0.05045269  0.12629244
  0.10240995 -0.0827542  -0.03275932  0.13616364  0.03109183 -0.00698174
  0.02370149  0.11164511 -0.04038142 -0.05822247 -0.08821881 -0.08619575
 -0.04148161 -0.01962666 -0.06637477  0.09163189 -0.0316681   0.00852311
 -0.01974648 -0.09184816  0.28849047  0.03351353 -0.01692473  0.12791486
 -0.03872802  0.04606451  0.07458486 -0.09127977  0.07203325 -0.06991833
  0.03583763 -0.0322222   0.24170236  0.06892756 -0.06536271 -0.01211924
 -0.05425491  0.1552936   0.14336427 -0.07036465  0.0972771   0.1833834
 -0.03676051 -0.00723361  0.08391511 -0.04431014 -0.07666487 -0.08619282
 -0.03052903  0.02690814 -0.03006134 -0.03840659  0.00346906  0.20106894
  0.14606488 -0.08141115]",[0. 1. 0. 0. 0. 0. 0. 0.]
21,"[ 0.10941828 -0.09339087  0.06539335 -0.03716991  0.01445801  0.17976592
 -0.07757145 -0.06718261  0.19486296  0.15499814 -0.04315132 -0.07084423
  0.07046814 -0.0951716  -0.04358526  0.03029929  0.0976458  -0.08616827
  0.11895176 -0.08334795 -0.05625531 -0.07484854 -0.0242297  -0.02772042
  0.01567478 -0.03618964 -0.06690422  0.14946325  0.14166866 -0.0183893
  0.0453033  -0.02456396 -0.02051866  0.09761314 -0.02114747  0.01272636
  0.032071   -0.07573083  0.02674258  0.10735899 -0.06533714 -0.04489944
  0.10247739 -0.03734824  0.04273828  0.0838339   0.06530707 -0.07509531
 -0.03438813  0.1494999   0.01386493  0.00212409 -0.06062697 -0.01021485
  0.06840368  0.212471    0.05091218 -0.05203839 -0.02973882 -0.08417591
 -0.13208747  0.16864455 -0.08304355 -0.06921588 -0.02940887  0.1229824
  0.03403952 -0.05495539  0.06872815 -0.02903098 -0.05045269  0.12629244
  0.10240995 -0.0827542  -0.03275932  0.13616364  0.03109183 -0.00698174
  0.02370149  0.11164511 -0.04038142 -0.05822247 -0.08821881 -0.08619575
 -0.04148161 -0.01962666 -0.06637477  0.09163189 -0.0316681   0.00852311
 -0.01974648 -0.09184816  0.28849047  0.03351353 -0.01692473  0.12791486
 -0.03872802  0.04606451  0.07458486 -0.09127977  0.07203325 -0.06991833
  0.03583763 -0.0322222   0.24170236  0.06892756 -0.06536271 -0.01211924
 -0.05425491  0.1552936   0.14336427 -0.07036465  0.0972771   0.1833834
 -0.03676051 -0.00723361  0.08391511 -0.04431014 -0.07666487 -0.08619282
 -0.03052903  0.02690814 -0.03006134 -0.03840659  0.00346906  0.20106894
  0.14606488 -0.08141115]",[0. 0. 1. 0. 0. 0. 0. 0.]
22,"[ 0.11046785 -0.09359207  0.06489447 -0.03668727  0.01353985  0.17873779
 -0.07823426 -0.06749427  0.19649862  0.15882803 -0.04288113 -0.07021097
  0.06628905 -0.09552439 -0.04308243  0.03168036  0.09622802 -0.08791468
  0.12223239 -0.08341729 -0.0564817  -0.07650845 -0.02661596 -0.0297439
  0.0150348  -0.03430871 -0.0665964   0.147877    0.14486651 -0.01823391
  0.04978542 -0.02435629 -0.02365804  0.10054318 -0.02378896  0.01447524
  0.02592884 -0.07552661  0.02904001  0.10987807 -0.06665108 -0.04561232
  0.10092941 -0.03832197  0.03682867  0.08182027  0.06451923 -0.07623483
 -0.03526171  0.14704195  0.01662998 -0.00147727 -0.06093381 -0.00976087
  0.06755471  0.21267007  0.05298897 -0.05224123 -0.02913259 -0.08452783
 -0.1322105   0.16529103 -0.08381929 -0.06990977 -0.02643714  0.12243091
  0.03313098 -0.05683699  0.06768676 -0.030785   -0.0507371   0.12176145
  0.10073395 -0.08329774 -0.03723456  0.13427706  0.0323614  -0.00775379
  0.02885321  0.11028276 -0.03691722 -0.05667518 -0.08857148 -0.0874902
 -0.04097864 -0.01733753 -0.06523899  0.09003174 -0.02643723  0.00791098
 -0.01686236 -0.09269264  0.28894773  0.03237226 -0.01921135  0.12490153
 -0.03976445  0.04531543  0.07719053 -0.08943335  0.07466525 -0.07028454
  0.0357602  -0.03223293  0.23917344  0.06927384 -0.06801213 -0.01301113
 -0.05254189  0.15134501  0.15040784 -0.07247579  0.09745272  0.18388715
 -0.03830425 -0.00788476  0.08170055 -0.04126555 -0.07758819 -0.08637355
 -0.02928201  0.02965475 -0.03093294 -0.03569206  0.00047824  0.20182684
  0.1453361  -0.08209087]",[0. 1. 0. 0. 0. 0. 0. 0.]
23,"[ 0.11046785 -0.09359207  0.06489447 -0.03668727  0.01353985  0.17873779
 -0.07823426 -0.06749427  0.19649862  0.15882803 -0.04288113 -0.07021097
  0.06628905 -0.09552439 -0.04308243  0.03168036  0.09622802 -0.08791468
  0.12223239 -0.08341729 -0.0564817  -0.07650845 -0.02661596 -0.0297439
  0.0150348  -0.03430871 -0.0665964   0.147877    0.14486651 -0.01823391
  0.04978542 -0.02435629 -0.02365804  0.10054318 -0.02378896  0.01447524
  0.02592884 -0.07552661  0.02904001  0.10987807 -0.06665108 -0.04561232
  0.10092941 -0.03832197  0.03682867  0.08182027  0.06451923 -0.07623483
 -0.03526171  0.14704195  0.01662998 -0.00147727 -0.06093381 -0.00976087
  0.06755471  0.21267007  0.05298897 -0.05224123 -0.02913259 -0.08452783
 -0.1322105   0.16529103 -0.08381929 -0.06990977 -0.02643714  0.12243091
  0.03313098 -0.05683699  0.06768676 -0.030785   -0.0507371   0.12176145
  0.10073395 -0.08329774 -0.03723456  0.13427706  0.0323614  -0.00775379
  0.02885321  0.11028276 -0.03691722 -0.05667518 -0.08857148 -0.0874902
 -0.04097864 -0.01733753 -0.06523899  0.09003174 -0.02643723  0.00791098
 -0.01686236 -0.09269264  0.28894773  0.03237226 -0.01921135  0.12490153
 -0.03976445  0.04531543  0.07719053 -0.08943335  0.07466525 -0.07028454
  0.0357602  -0.03223293  0.23917344  0.06927384 -0.06801213 -0.01301113
 -0.05254189  0.15134501  0.15040784 -0.07247579  0.09745272  0.18388715
 -0.03830425 -0.00788476  0.08170055 -0.04126555 -0.07758819 -0.08637355
 -0.02928201  0.02965475 -0.03093294 -0.03569206  0.00047824  0.20182684
  0.1453361  -0.08209087]",[0. 0. 1. 0. 0. 0. 0. 0.]
